threshold,sensitivity,specificity,precision,f1,accuracy,youden,tp,fp,tn,fn
0.585,0.3092105263157895,0.9490084985835694,0.5662650602409639,0.4,0.8356643356643356,0.258219024899359,47,36,670,105
0.59,0.3026315789473684,0.9504249291784702,0.5679012345679012,0.3948497854077253,0.8356643356643356,0.2530565081258387,46,35,671,106
0.595,0.29605263157894735,0.9518413597733711,0.569620253164557,0.38961038961038963,0.8356643356643356,0.24789399135231838,45,34,672,107
0.6,0.29605263157894735,0.9518413597733711,0.569620253164557,0.38961038961038963,0.8356643356643356,0.24789399135231838,45,34,672,107
0.605,0.29605263157894735,0.953257790368272,0.5769230769230769,0.3913043478260869,0.8368298368298368,0.2493104219472193,45,33,673,107
0.61,0.29605263157894735,0.9546742209631728,0.5844155844155844,0.3930131004366812,0.837995337995338,0.25072685254212024,45,32,674,107
0.615,0.29605263157894735,0.9560906515580736,0.5921052631578947,0.39473684210526316,0.8391608391608392,0.25214328313702095,45,31,675,107
0.62,0.29605263157894735,0.9589235127478754,0.6081081081081081,0.3982300884955752,0.8414918414918415,0.2549761443268226,45,29,677,107
0.625,0.29605263157894735,0.9589235127478754,0.6081081081081081,0.3982300884955752,0.8414918414918415,0.2549761443268226,45,29,677,107
0.63,0.29605263157894735,0.9603399433427762,0.6164383561643836,0.39999999999999997,0.8426573426573427,0.2563925749217235,45,28,678,107
0.635,0.29605263157894735,0.9603399433427762,0.6164383561643836,0.39999999999999997,0.8426573426573427,0.2563925749217235,45,28,678,107
0.64,0.29605263157894735,0.9603399433427762,0.6164383561643836,0.39999999999999997,0.8426573426573427,0.2563925749217235,45,28,678,107
0.645,0.29605263157894735,0.9617563739376771,0.625,0.40178571428571425,0.8438228438228438,0.25780900551662445,45,27,679,107
0.65,0.29605263157894735,0.9617563739376771,0.625,0.40178571428571425,0.8438228438228438,0.25780900551662445,45,27,679,107
0.655,0.29605263157894735,0.9660056657223796,0.6521739130434783,0.40723981900452483,0.8473193473193473,0.2620582973013268,45,24,682,107
0.66,0.29605263157894735,0.9660056657223796,0.6521739130434783,0.40723981900452483,0.8473193473193473,0.2620582973013268,45,24,682,107
0.665,0.2894736842105263,0.9660056657223796,0.6470588235294118,0.4,0.8461538461538461,0.255479349932906,44,24,682,108
0.67,0.2894736842105263,0.9674220963172805,0.6567164179104478,0.4018264840182649,0.8473193473193473,0.2568957805278069,44,23,683,108
0.675,0.2894736842105263,0.9688385269121813,0.6666666666666666,0.40366972477064217,0.8484848484848485,0.25831221112270764,44,22,684,108
0.68,0.28289473684210525,0.9688385269121813,0.6615384615384615,0.39631336405529954,0.8473193473193473,0.2517332637542866,43,22,684,109
0.685,0.28289473684210525,0.9688385269121813,0.6615384615384615,0.39631336405529954,0.8473193473193473,0.2517332637542866,43,22,684,109
0.69,0.27631578947368424,0.9702549575070821,0.6666666666666666,0.3906976744186047,0.8473193473193473,0.2465707469807663,42,21,685,110
0.695,0.27631578947368424,0.9702549575070821,0.6666666666666666,0.3906976744186047,0.8473193473193473,0.2465707469807663,42,21,685,110
0.7,0.27631578947368424,0.9702549575070821,0.6666666666666666,0.3906976744186047,0.8473193473193473,0.2465707469807663,42,21,685,110
0.705,0.27631578947368424,0.9702549575070821,0.6666666666666666,0.3906976744186047,0.8473193473193473,0.2465707469807663,42,21,685,110
0.71,0.2631578947368421,0.9702549575070821,0.6557377049180327,0.3755868544600939,0.844988344988345,0.23341285224392427,40,21,685,112
0.715,0.2631578947368421,0.9702549575070821,0.6557377049180327,0.3755868544600939,0.844988344988345,0.23341285224392427,40,21,685,112
0.72,0.2565789473684211,0.9702549575070821,0.65,0.3679245283018868,0.8438228438228438,0.22683390487550326,39,21,685,113
0.725,0.2565789473684211,0.9702549575070821,0.65,0.3679245283018868,0.8438228438228438,0.22683390487550326,39,21,685,113
0.73,0.25,0.9702549575070821,0.6440677966101694,0.36018957345971564,0.8426573426573427,0.22025495750708224,38,21,685,114
0.735,0.25,0.9702549575070821,0.6440677966101694,0.36018957345971564,0.8426573426573427,0.22025495750708224,38,21,685,114
0.74,0.25,0.9702549575070821,0.6440677966101694,0.36018957345971564,0.8426573426573427,0.22025495750708224,38,21,685,114
0.745,0.25,0.9702549575070821,0.6440677966101694,0.36018957345971564,0.8426573426573427,0.22025495750708224,38,21,685,114
0.75,0.24342105263157895,0.9702549575070821,0.6379310344827587,0.3523809523809524,0.8414918414918415,0.213676010138661,37,21,685,115
0.755,0.24342105263157895,0.9702549575070821,0.6379310344827587,0.3523809523809524,0.8414918414918415,0.213676010138661,37,21,685,115
0.76,0.23684210526315788,0.9716713881019831,0.6428571428571429,0.34615384615384615,0.8414918414918415,0.2085134933651409,36,20,686,116
0.765,0.23684210526315788,0.9730878186968839,0.6545454545454545,0.34782608695652173,0.8426573426573427,0.20992992396004184,36,19,687,116
0.77,0.23684210526315788,0.9759206798866855,0.6792452830188679,0.35121951219512193,0.844988344988345,0.21276278514984348,36,17,689,116
0.775,0.23026315789473684,0.9759206798866855,0.6730769230769231,0.3431372549019608,0.8438228438228438,0.20618383778142224,35,17,689,117
0.78,0.23026315789473684,0.9759206798866855,0.6730769230769231,0.3431372549019608,0.8438228438228438,0.20618383778142224,35,17,689,117
